dialogue_id,donation_amount,donation_made,utterance_idx,speaker,utterance,intention
20180719-182453_233_live,0.0,No,3,EE,Which children?,Seeking clarification about which children the charity helps
20180719-182453_233_live,0.0,No,4,ER,What does the charity do exactly?,Asking for more details about the charity's activities
20180719-182453_233_live,0.0,No,5,ER,"Instead of the typical charities that help children in a far away land, we here use state of the art location technology to help children in need right in your own community so you can see your money at work personally",Explaining the unique approach of the charity
20180719-182453_233_live,0.0,No,6,EE,What would my money do exactly,Requesting specific information about the use of donations
20180719-182453_233_live,0.0,No,7,ER,It would go to the three most important things that a child need.,Providing information about the allocation of donations
20180719-182453_233_live,0.0,No,8,ER,"Food, shelter, and education.",Listing the primary needs addressed by the charity
20180719-182453_233_live,0.0,No,9,ER,The majority of your donation would go towards education as that is often the most difficult to provide for the children,Emphasizing the focus on education in the charity's efforts
20180719-182453_233_live,0.0,No,10,EE,How would I know that the money is actually being used to help children and not just pocketed by the people that run the c harity,Expressing concern about the transparency and accountability of the charity
20180719-182453_233_live,0.0,No,11,ER,"We are completely transparent with our records, when you donate you will be given an account so you can track where every bit of your money goes, from your account all the way to the community.",Assuring transparency and explaining the tracking system for donations
20180719-182453_233_live,0.0,No,12,EE,"Okay, that sounds reasonable",Expressing agreement and acceptance of the explanation
20180719-182453_233_live,0.0,No,13,ER,"We appreciate your willingness to donate to this local cause, how much of a gratuity will you be offering today?",Expressing gratitude and inquiring about the donation amount
20180719-182453_233_live,0.0,No,14,EE,I'll donate $10,Stating the amount they are willing to donate
20180719-182453_233_live,0.0,No,15,ER,"Perfect, we will be sending over an email to setup your account info so you can track it and make any future donations if you desire.",Confirming the donation and explaining the next steps
20180719-182453_233_live,0.0,No,16,ER,Thank you and have a nice day,Expressing gratitude and closing the conversation
20180719-204358_391_live,0.0,No,0,ER,"Hey there, glad we can talk tonight.",Initiate conversation and express gladness for the opportunity to talk
20180719-204358_391_live,0.0,No,1,EE,"Hello, same!",Reciprocate greeting and express mutual gladness
20180719-204358_391_live,0.0,No,2,ER,I'd like to talk to you about something that's very dear to me.,Introduce a topic of personal importance
20180719-204358_391_live,0.0,No,3,ER,Do you have a moment?,Inquire about the availability of the listener
20180719-204358_391_live,0.0,No,4,EE,"Yeah, totally.",Confirm availability
20180719-204358_391_live,0.0,No,5,EE,Go ahead,Encourage the speaker to proceed
20180719-204358_391_live,0.0,No,6,ER,What was it like for you growing up?,Ask about the listener's childhood experience
20180719-204358_391_live,0.0,No,7,ER,"Were your basic needs met like food, place to live, water, etc?",Inquire about the fulfillment of basic needs during the listener's childhood
20180719-204358_391_live,0.0,No,8,EE,"Well, I grew up in a wealthy house.",Provide background information about their upbringing
20180719-204358_391_live,0.0,No,9,EE,My mother and father both have a PhD so their jobs made possible for us to be able to cover all that and so much more,Elaborate on the parents' educational background and financial stability
20180719-204358_391_live,0.0,No,10,ER,You are very lucky.,Express acknowledgment of the listener's fortunate circumstances
20180719-204358_391_live,0.0,No,11,ER,I wish all kids could have that kind of opportunity.,Express a wish for equal opportunities for all children
20180719-204358_391_live,0.0,No,12,EE,"So do I, I feel kind of guilty to being able to have all that and they are kids out there who don't have not a single one of all of those basic things",Express feelings of guilt about their privileged upbringing
20180719-204358_391_live,0.0,No,13,ER,No need to feel guilty.,Reassure the listener that guilt is unnecessary
20180719-204358_391_live,0.0,No,14,ER,People don't have a choice of who or where they are born to.,Explain that people cannot choose their birth circumstances
20180719-204358_391_live,0.0,No,15,ER,"Those of us who got lucky, can always lend a hand in our own ways.",Suggest that the fortunate can help others
20180719-204358_391_live,0.0,No,16,ER,What do you think?,Seek the listener's opinion on helping others
20180719-204358_391_live,0.0,No,17,EE,"I totally agree, I think if you can, you should help others in need",Express agreement and belief in helping others if possible
20180719-204358_391_live,0.0,No,18,ER,I'd like to tell you about an organization called Save the Children.,Introduce the organization Save the Children
20180719-204358_391_live,0.0,No,19,ER,Have you heard about them?,Inquire if the listener is aware of the organization
20180719-204358_391_live,0.0,No,20,EE,"Not really, please tell me anything!",Express lack of knowledge and interest in learning more
20180719-204358_391_live,0.0,No,21,ER,"They are an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",Provide information about Save the Children's mission and activities
20180719-204358_391_live,0.0,No,22,EE,"Oh, that's totally awesome!",Express admiration for the organization
20180719-204358_391_live,0.0,No,23,EE,Do you donate to this organization?,Inquire if the speaker donates to the organization
20180719-204358_391_live,0.0,No,24,ER,"I do actually, because they're the reason my parents were able to come to America.",Confirm personal donation and share a personal connection to the organization
20180719-211253_768_live,0.5,Yes,0,ER,"Hey, good to be chatting with you tonight.",Initiate conversation
20180719-211253_768_live,0.5,Yes,1,EE,Hi!,Respond to greeting
20180719-211253_768_live,0.5,Yes,2,EE,Looking forward chatting with you too.,Express enthusiasm for conversation
20180719-211253_768_live,0.5,Yes,3,ER,I'd like to talk to use about a vulnerable group.,Introduce topic of discussion
20180719-211253_768_live,0.5,Yes,4,ER,Do you have a moment?,Seek confirmation of availability
20180719-211253_768_live,0.5,Yes,5,EE,"Yes, I do",Confirm availability
20180719-211253_768_live,0.5,Yes,6,ER,I'd like to talk about children.,Specify topic of discussion
20180719-211253_768_live,0.5,Yes,7,ER,What was life like for you growing up?,Inquire about personal history
20180719-211253_768_live,0.5,Yes,8,ER,Did you have to worry about your basic needs at all?,Probe for specific details about basic needs
20180719-211253_768_live,0.5,Yes,9,ER,"Like food, place to live, safety, etc?",Clarify previous question
20180719-211253_768_live,0.5,Yes,10,EE,"There were periods in my childhood when money was very short and we had our telephone or power cut off, but I always had a safe place to live and food to eat.",Share personal experience
20180719-211253_768_live,0.5,Yes,11,ER,It is really difficult having to grow up having to worry about basic needs.,Express empathy
20180719-211253_768_live,0.5,Yes,12,ER,I'm glad you are able to look for what to be grateful for.,Acknowledge positive outlook
20180719-211253_768_live,0.5,Yes,13,EE,What was life like for you growing up?,Reciprocate question
20180719-211253_768_live,0.5,Yes,14,EE,"Did you have any worries about food, shelter, safety, etc.?",Seek details about personal history
20180719-211253_768_live,0.5,Yes,15,ER,I guess there are more people than we know who grew up with no worries.,Reflect on common experiences
20180719-211253_768_live,0.5,Yes,16,ER,I grew up worrying about my safety and whether I'd have a place to live.,Share personal experience
20180719-211253_768_live,0.5,Yes,17,ER,My dad was a gambling addict.,Provide additional context
20180719-211253_768_live,0.5,Yes,18,EE,I don't have any experiences like that but I'm sure it must have been very difficult and scary to go through that as a child.,Express empathy and understanding
20180719-211253_768_live,0.5,Yes,19,ER,Thank you.,Express gratitude
20180719-211253_768_live,0.5,Yes,20,ER,"I really appreciate your sympathizing, and I'm glad I got to share that with someone.",Acknowledge empathy and express relief
20180719-211253_768_live,0.5,Yes,21,EE,Did you ever use the services of any organizations for children to help you through the rough times?,Inquire about use of support services
20180719-211253_768_live,0.5,Yes,22,ER,"No I didn't, but I now donate to them.",Respond to inquiry and share current actions
20180719-211253_768_live,0.5,Yes,23,ER,What about you?,Reciprocate question
20180719-211253_768_live,0.5,Yes,24,EE,"No, I didn't either.",Respond to inquiry
20180719-211253_768_live,0.5,Yes,25,EE,My family would just get through somehow.,Share personal experience
20180719-211253_768_live,0.5,Yes,26,EE,"I have made donations in the past, but our money is bit tight since I'm a stay-at-home mom right now.",Explain current financial situation
20180719-211253_768_live,0.5,Yes,27,EE,"If I make donations now, they are in-kind donations rather than monetary donations.",Specify type of current donations
20180719-211253_768_live,0.5,Yes,28,EE,What organizations do you donate to?,Inquire about specific organizations
20180719-211253_768_live,0.5,Yes,29,EE,I tend to make donations to a emergency children's shelter.,Share personal donation preference
20180719-211253_768_live,0.5,Yes,30,ER,That's understandable.,Acknowledge and validate response
20180719-211253_768_live,0.5,Yes,31,ER,We all do what we can to help each other.,Express solidarity
20180719-211253_768_live,0.5,Yes,32,ER,I donate to Save the Children.,Share personal donation preference
20180719-211253_768_live,0.5,Yes,33,ER,Have you heard about them?,Inquire about familiarity with organization
20180719-211253_768_live,0.5,Yes,34,EE,"Yes, I have.",Confirm familiarity
20180719-211301_463_live,0.0,No,0,ER,Have you heard of the Save The Children Foundation?,To introduce the topic of the Save The Children Foundation
20180719-211301_463_live,0.0,No,1,EE,"No, I have not.",To express lack of knowledge about the foundation
20180719-211301_463_live,0.0,No,2,EE,Can you tell me about it?,To request more information about the foundation
20180719-211301_463_live,0.0,No,3,ER,"They ensure children's rights to health, education, safety, etc.",To provide information about the foundation's mission
20180719-211301_463_live,0.0,No,4,EE,"Is it just in one country, or do they work around the world?",To inquire about the geographical scope of the foundation's work
20180719-211301_463_live,0.0,No,5,ER,Yes.,To confirm the foundation's global reach
20180719-211301_463_live,0.0,No,6,ER,"For example, the child refugees from Syria.",To provide an example of the foundation's work
20180719-211301_463_live,0.0,No,7,ER,"In the first two months of this year, 1000 kids were killed in Syria.",To highlight the severity of the situation in Syria
20180719-211301_463_live,0.0,No,8,ER,Crazy.,To express disbelief or shock at the situation
20180719-211301_463_live,0.0,No,9,EE,That's so sad.,To express sadness about the situation
20180719-211301_463_live,0.0,No,10,EE,I wish I could do something to help.,To express a desire to help
20180719-211301_463_live,0.0,No,11,ER,Have you ever donated to a charity?,To inquire about the EE's past charitable donations
20180719-211301_463_live,0.0,No,12,EE,"Yeah, a few local charities.",To confirm past donations to local charities
20180719-211301_463_live,0.0,No,13,EE,"Like our animal shelter, a low income housing group, foster care organziations, etc",To provide examples of past charitable donations
20180719-211301_463_live,0.0,No,14,ER,That's very nice of you.,To compliment the EE on their charitable actions
20180719-211301_463_live,0.0,No,15,ER,"If you'd like to get a better idea of what Save The Children does, and how to possibly donate, you can visit their website at  URL",To suggest a way for the EE to learn more and possibly donate
20180719-211301_463_live,0.0,No,16,EE,I'll definitely check them out.,To express intent to visit the foundation's website
20180719-211301_463_live,0.0,No,17,EE,"Any organization that helps kids is one worth supporting, either with my own time or with money.",To express support for organizations that help children
20180719-211301_463_live,0.0,No,18,ER,I feel the same way.,To express agreement with the EE's sentiment
20180719-211301_463_live,0.0,No,19,ER,How much would you be willing to donate to Save the Children?,To inquire about the EE's willingness to donate to Save the Children
20180719-211301_463_live,0.0,No,20,EE,"I can't afford a lot right now because I have other bills, but I could probably do $5 now with more next month.",To explain current financial limitations but willingness to donate a small amount
20180719-211301_463_live,0.0,No,21,ER,That's great!,To express approval of the EE's willingness to donate
20180719-211301_463_live,0.0,No,22,ER,And generous.,To compliment the EE's generosity
20180719-211301_463_live,0.0,No,23,ER,Thank you.,To thank the EE for their willingness to donate
20180719-211301_463_live,0.0,No,24,ER,That will make a huge impact.,To reassure the EE about the impact of their donation
20180719-211301_463_live,0.0,No,25,EE,"It feels like so little, but if a lot of people do just a little bit, it really adds up!",To express the belief that small contributions add up
