seed,scaffold,frac,dialogue_id,buyer_target,seller_target,sale_price,predicted_final_price,true_score,pred_score,diff_price,norm_diff_price,true_deal,pred_deal
seed_42,none_no_intentions,0.25,C_07f16228ab59461686cbeb26517790a0,25,50,30.0,37.5,0.1999999999992,0.49999999999800004,-7.5,-0.2499999999991667,1,0
seed_42,none_no_intentions,0.25,C_083cf47df93d4a8c8029ae8c8cccc963,5250,10500,6500.0,7850.0,0.23809523809523356,0.4952380952380858,-1350.0,-0.20769230769230448,1,1
seed_42,none_no_intentions,0.25,C_0abc63f7da194db5a24e018a459d0133,85,170,120.0,127.5,0.4117647058818685,0.49999999999941175,-7.5,-0.06249999999994792,1,0
seed_42,none_no_intentions,0.25,C_0b5a4ba777b54124856c1d57d806ba41,3150,4500,3200.0,3825.0,0.037037037037034294,0.499999999999963,-625.0,-0.1953124999999939,1,0
seed_42,none_no_intentions,0.25,C_0b6431c360434749bf61626950dae3d4,2450,3500,2850.0,2975.0,0.3809523809523447,0.49999999999995237,-125.0,-0.043859649122805475,1,0
seed_42,none_no_intentions,0.25,C_0b7f8b0d852e4c9190ffe45c7e9b14d2,1710,2250,2150.0,1980.0,0.8148148148146639,0.49999999999990735,170.0,0.07906976744185679,0,0
seed_42,none_no_intentions,0.25,C_0bfb69809e15498490c9f7d2aa855537,57,95,95.0,76.0,0.9999999999973683,0.49999999999868416,19.0,0.19999999999978946,0,0
seed_42,none_no_intentions,0.25,C_0c5a4ef3672b4c829679e3621c131ea4,836,1100,836.0,968.0,0.0,0.49999999999981065,-132.0,-0.15789473684208638,1,0
seed_42,none_no_intentions,0.25,C_0ce36462b7624bbbb4e2c0239aafa2e5,11020,14500,12500.0,12760.0,0.42528735632182685,0.4999999999999856,-260.0,-0.020799999999999833,1,0
seed_42,none_no_intentions,0.25,C_0e9bc20920e04c858e9c9f5e27741435,990,1100,1000.0,1045.0,0.09090909090900827,0.4999999999995454,-45.0,-0.044999999999995495,1,0
seed_42,none_no_intentions,0.25,C_0f14ef5766ea468cb06524b02b65467d,36,60,50.0,48.0,0.5833333333309029,0.4999999999979167,2.0,0.039999999999919995,0,0
seed_42,none_no_intentions,0.25,C_1040a280fba0420e8b3d5b8f21dae9b0,11,12,11.0,11.5,0.0,0.49999999995,-0.5,-0.04545454545413223,1,0
seed_42,none_no_intentions,0.25,C_1114700d66bb4a2ea312b83d5403ceed,9100,13000,10000.0,11050.0,0.23076923076922484,0.4999999999999872,-1050.0,-0.10499999999999896,1,0
seed_42,none_no_intentions,0.25,C_123aa753f820465aaf4ebf507db816fc,105,150,120.0,127.5,0.3333333333325926,0.4999999999988889,-7.5,-0.06249999999994792,1,0
seed_42,none_no_intentions,0.25,C_12e9db14b98f4dd3ada65173f70c148a,3900,6500,5300.0,5200.0,0.5384615384615178,0.49999999999998074,100.0,0.018867924528301532,0,0
seed_42,none_no_intentions,0.25,C_12ef73255bca4d7787b1fc1e3a6f1227,60,100,60.0,80.0,0.0,0.49999999999875,-20.0,-0.33333333333277776,1,0
seed_42,none_no_intentions,0.25,C_133afe20146f4e71ad64d696f372b30f,11700,13000,12000.0,12350.0,0.23076923076921302,0.49999999999996153,-350.0,-0.029166666666666424,1,0
seed_42,none_no_intentions,0.25,C_14be3a546c5f4284be32c18d2617cd2a,190,250,220.0,220.0,0.49999999999916667,0.49999999999916667,0.0,0.0,0,0
seed_42,none_no_intentions,0.25,C_1632beede2c849ddb215f06bac7f497e,5280,8800,6000.0,7040.0,0.20454545454544873,0.4999999999999858,-1040.0,-0.17333333333333045,1,0
seed_42,none_no_intentions,0.25,C_16431f78d2204608b5d156c38a702cbd,797,1595,1200.0,1196.0,0.5050125313282575,0.49999999999993733,4.0,0.0033333333333330556,0,0
seed_42,none_no_intentions,0.25,C_1686a2b184ca4c51bb1155f1e4d07615,225,250,225.0,237.5,0.0,0.49999999999800004,-12.5,-0.055555555555530864,1,0
seed_42,none_no_intentions,0.25,C_168841ee27564cffb1c8d14f444c37ff,2232,2480,2350.0,2356.0,0.4758064516127114,0.49999999999979844,-6.0,-0.0025531914893615936,1,0
seed_42,none_no_intentions,0.25,C_168d0da5e8ae482ab5e0e0ce2e637430,2240,3200,2500.0,2720.0,0.2708333333333051,0.4999999999999479,-220.0,-0.08799999999999648,1,0
seed_42,none_no_intentions,0.25,C_16ad8add4a784396aee2749f00ab04b7,6300,7000,6700.0,6650.0,0.5714285714284898,0.49999999999992856,50.0,0.007462686567164068,0,0
seed_42,none_no_intentions,0.25,C_171bf3ae064b4f12960ebfa635d84ef1,3800,5000,4400.0,4400.0,0.4999999999999583,0.4999999999999583,0.0,0.0,0,0
seed_42,none_no_intentions,0.25,C_17458bff694d4e23b830246b3315ac31,812,1625,975.0,1218.5,0.20049200492002453,0.4999999999999385,-243.5,-0.24974358974356412,1,0
seed_42,none_no_intentions,0.25,C_1813c810c3744bf49a7591f035611797,304,400,350.0,352.0,0.47916666666616753,0.49999999999947914,-2.0,-0.005714285714284082,1,0
seed_42,none_no_intentions,0.25,C_1816351db251460895c4b7b1747c2b45,575,1150,1000.0,862.5,0.7391304347824801,0.499999999999913,137.5,0.13749999999998624,0,0
seed_42,none_no_intentions,0.25,C_19080ee75f6d4997bc5e07c77ea9c44c,207,415,300.0,311.0,0.4471153846151697,0.49999999999975964,-11.0,-0.03666666666665445,1,0
seed_42,none_no_intentions,0.25,C_192aeb397b524e5f8c2abaedead516e5,2097,2330,2097.0,2213.0,0.0,0.49785407725300523,-116.0,-0.05531711969479946,1,1
seed_42,none_no_intentions,0.25,C_1a3c2257528941f7b05d14363c59fe8a,87,175,150.0,131.0,0.7159090909082774,0.4999999999994318,19.0,0.12666666666658224,0,0
seed_42,none_no_intentions,0.25,C_1a7e696a4a6c4f349501aca392ea3128,57,75,63.0,66.0,0.3333333333314815,0.4999999999972223,-3.0,-0.04761904761897203,1,0
seed_42,none_no_intentions,0.25,C_1aa278381a324468a0af34263e09741d,1674,1861,1750.0,1767.5,0.40641711229924793,0.49999999999973266,-17.5,-0.009999999999999428,1,0
seed_42,none_no_intentions,0.25,C_1c172e19e88f4a28a0f715cc105bc20d,19710,21900,20000.0,20805.0,0.13242009132419486,0.4999999999999772,-805.0,-0.0402499999999998,1,0
seed_42,none_no_intentions,0.25,C_1c7558ca1445472a890baa8b2ebe6816,2096,2995,2695.0,2545.0,0.6662958843158324,0.49944382647380425,150.0,0.05565862708719645,0,1
seed_42,none_no_intentions,0.25,C_1cbd60f3b8264404ac44984514f1db42,125,250,175.0,187.5,0.39999999999968,0.4999999999996,-12.5,-0.07142857142853062,1,0
seed_42,none_no_intentions,0.25,C_1cde3ba5c42045639d33acc1cfb27aae,3496,4995,4450.0,4245.5,0.6364242828551944,0.49999999999996664,204.5,0.045955056179774245,0,0
seed_42,none_no_intentions,0.25,C_1e34a436f26e4a3f804f9fbc08f44614,450,750,450.0,600.0,0.0,0.49999999999983336,-150.0,-0.33333333333325926,1,0
seed_42,none_no_intentions,0.25,C_1f2b890088534549a9d8e260f308b251,160,320,190.0,240.0,0.18749999999988282,0.4999999999996875,-50.0,-0.26315789473670365,1,0
seed_42,none_no_intentions,0.25,C_1f531424e5ed47fc9f3b64f69eb21460,76,100,87.0,88.0,0.4583333333314236,0.4999999999979167,-1.0,-0.011494252873550007,1,0
seed_42,none_no_intentions,0.25,C_21687d983cd4485995eb61a54b073db2,2450,3500,2450.0,2975.0,0.0,0.49999999999995237,-525.0,-0.21428571428570553,1,0
seed_42,none_no_intentions,0.25,C_21ef871c266a4dd3ac7d03baf7071b79,540,900,690.0,720.0,0.41666666666655094,0.4999999999998611,-30.0,-0.043478260869558916,1,0
seed_42,none_no_intentions,0.25,C_21fd32f74fcb49fbaa7dcc8adeb35132,1748,1900,1780.0,1824.0,0.2105263157893352,0.4999999999996711,-44.0,-0.024719101123594118,1,0
seed_42,none_no_intentions,0.25,C_22086c7bedff4b5e9b31c5f17b95471c,70,100,75.0,85.0,0.16666666666611113,0.4999999999983334,-10.0,-0.13333333333315556,1,0
seed_42,none_no_intentions,0.25,C_221bd6579e4f4cc09ec5cfce2ac1640e,3105,3450,3300.0,3277.5,0.565217391304184,0.4999999999998551,22.5,0.006818181818181611,0,0
seed_42,none_no_intentions,0.25,C_2232bad90e314e4ab4e64270af23048a,21,30,23.0,25.5,0.22222222221975307,0.49999999999444444,-2.5,-0.10869565217344046,1,0
seed_42,none_no_intentions,0.25,C_227f71287e474debab51d60185024563,125,250,190.0,187.5,0.519999999999584,0.4999999999996,2.5,0.013157894736835181,0,0
seed_42,none_no_intentions,0.25,C_2344b51f7dff41e38a40f1a3cdf80573,3015,3350,3100.0,3182.5,0.2537313432835064,0.4999999999998508,-82.5,-0.026612903225805593,1,0
seed_42,none_no_intentions,0.25,C_24248cf66eee4e48b618ce74ec00c8fb,2607,2834,2700.0,2770.0,0.4096916299557667,0.7180616740084943,-70.0,-0.025925925925924964,1,0
seed_42,none_no_intentions,0.25,C_24d2bc5b2da04759ab7b545bb93cf9d1,75,150,87.0,112.5,0.15999999999978667,0.4999999999993333,-25.5,-0.29310344827552515,1,0
seed_42,none_no_intentions,0.25,C_25639cc19b604c2397702c0db8b1a22c,280,400,300.0,340.0,0.16666666666652777,0.49999999999958333,-40.0,-0.1333333333332889,1,0
seed_42,none_no_intentions,0.25,C_25c4ddb46c634a2f9f5d8f5dc6a09bf7,120,200,175.0,160.0,0.6874999999991406,0.499999999999375,15.0,0.08571428571423674,0,0
seed_42,none_no_intentions,0.25,C_260554825bae40c3bc5dbe3ab1b75b3e,1992,3985,3600.0,2990.0,0.8068238835925335,0.500752634219744,610.0,0.16944444444443973,0,0
seed_42,none_no_intentions,0.25,C_26a17a9bd6754463b0ce7b4db02c3f78,1368,1800,1550.0,1584.0,0.4212962962961988,0.49999999999988426,-34.0,-0.021935483870966326,1,0
seed_42,none_no_intentions,0.25,C_26ab8ec2e5bc41c189f4004d19105014,797,1595,1095.0,1196.0,0.37343358395985293,0.49999999999993733,-101.0,-0.092237442922366,1,0
seed_42,none_no_intentions,0.25,C_29810c8ecf004391a81380ae5e832879,11,15,11.0,13.0,0.0,0.4999999999875,-2.0,-0.18181818181652892,1,0
seed_42,none_no_intentions,0.25,C_2a3b081adf3f425c9ebb4ff947531610,322,350,325.0,336.0,0.1071428571424745,0.4999999999982143,-11.0,-0.03384615384614343,1,0
seed_42,none_no_intentions,0.25,C_2a7e7681bd3a484bbcaa3390726e6d79,350,500,500.0,425.0,0.9999999999993334,0.4999999999996667,75.0,0.14999999999997,0,0
seed_42,none_no_intentions,0.25,C_2a905defab724b849be942ba03acbc02,18000,36000,28500.0,27000.0,0.5833333333333302,0.4999999999999973,1500.0,0.05263157894736824,0,0
seed_42,none_no_intentions,0.25,C_2b0407e10af34321af41a17854cdb3c7,92,185,170.0,138.5,0.838709677418453,0.4999999999994624,31.5,0.18529411764694984,0,0
seed_42,none_no_intentions,0.25,C_2bdb308591df45e29a321a7cfd167002,138,150,140.0,144.0,0.16666666666527777,0.49999999999583333,-4.0,-0.028571428571408167,1,0
seed_42,none_no_intentions,0.25,C_2bf22d59e1794d6aac9dddfdf8e686fb,8740,11500,9200.0,10060.0,0.16666666666666063,0.47826086956520003,-860.0,-0.0934782608695642,1,1
seed_42,none_no_intentions,0.25,C_2c78db50022b453aae25995d2488278d,92,100,92.0,96.0,0.0,0.49999999999375,-4.0,-0.043478260869517955,1,0
seed_42,none_no_intentions,0.25,C_2cb484a7d816432eaa4beed4c32d4349,2857,3175,2899.0,3016.0,0.13207547169807168,0.4999999999998428,-117.0,-0.04035874439461744,1,0
seed_42,none_no_intentions,0.25,C_2ccbbc45e78847cd81f8b3cc75005600,390,650,500.0,520.0,0.42307692307676037,0.4999999999998077,-20.0,-0.039999999999992,1,0
seed_42,none_no_intentions,0.25,C_2d377d29fc514954b131abeb958c09c3,195,325,260.0,260.0,0.4999999999996154,0.4999999999996154,0.0,0.0,0,0
seed_42,none_no_intentions,0.25,C_2d9f77850a92462e98a4e709e3a72d03,1932,2100,1950.0,2016.0,0.10714285714279337,0.4999999999997024,-66.0,-0.03384615384615211,1,0
seed_42,none_no_intentions,0.25,C_2e3c34c5562b4d10870fac88f93b126c,25,50,35.0,37.5,0.3999999999984,0.49999999999800004,-2.5,-0.07142857142836734,1,0
seed_42,none_no_intentions,0.25,C_2e5725b15ed64f29847f85b5117707c0,25,50,35.0,37.5,0.3999999999984,0.49999999999800004,-2.5,-0.07142857142836734,1,0
seed_42,none_no_intentions,0.25,C_2f2a5c8090614264b7afce3648767a4e,1642,1785,1700.0,1683.5,0.405594405594122,0.2902097902095873,16.5,0.009705882352940605,1,1
seed_42,none_no_intentions,0.25,C_2f2abb8d2a3f41df9d15860c1975f1d0,114,150,135.0,132.0,0.5833333333317129,0.4999999999986111,3.0,0.022222222222205764,0,0
seed_42,none_no_intentions,0.25,C_2f5ceed7d9e34f9492dce43260781cb8,468,780,680.0,624.0,0.6794871794869617,0.49999999999983974,56.0,0.08235294117645847,0,0
seed_42,none_no_intentions,0.25,C_30277e91e09e4b9d9d415b99ad3a63ac,7,15,12.0,11.0,0.6249999999921875,0.49999999999375,1.0,0.08333333333263888,0,0
seed_42,none_no_intentions,0.25,C_3065df6dfb8a41af9650bc5537ce8953,54,60,54.0,57.0,0.0,0.49999999999166667,-3.0,-0.055555555555452676,1,0
seed_42,none_no_intentions,0.25,C_3096171b32cd4079a6435c3deb04d521,1435,1595,1515.0,1515.0,0.4999999999996875,0.4999999999996875,0.0,0.0,0,0
seed_42,none_no_intentions,0.25,C_30ee77bc9d10423c85b64892d7ca7fad,65,130,90.0,97.5,0.3846153846147929,0.4999999999992308,-7.5,-0.08333333333324074,1,0
seed_42,none_no_intentions,0.25,C_315bc09a428947f399a2b9540dc2216a,300,500,450.0,400.0,0.7499999999996251,0.49999999999975003,50.0,0.11111111111108642,0,0
seed_42,none_no_intentions,0.25,C_31863aa23ae74cefa0e498f87851d92a,6230,8900,7000.0,7565.0,0.28838951310860345,0.4999999999999813,-565.0,-0.08071428571428456,1,0
seed_42,none_no_intentions,0.25,C_31b3f699ac1a44bf9b5937af31da937b,598,650,598.0,624.0,0.0,0.49999999999903844,-26.0,-0.043478260869557944,1,0
seed_42,none_no_intentions,0.25,C_322ca5e93e114b06a61dcf0742ba9ac9,1365,1950,1450.0,1557.5,0.14529914529912044,0.32905982905977277,-107.5,-0.07413793103447765,1,1
seed_42,none_no_intentions,0.25,C_3269870effcd41629d433276712ef467,525,750,575.0,637.5,0.22222222222212346,0.4999999999997778,-62.5,-0.10869565217389413,1,0
seed_42,none_no_intentions,0.25,C_332a13aa62d243bf89c9f6d52c3724f4,133,175,155.0,154.0,0.5238095238082766,0.4999999999988095,1.0,0.006451612903221645,0,0
seed_42,none_no_intentions,0.25,C_3434d04f10984a0fa5459c7c8842f158,72,120,108.0,96.0,0.7499999999984375,0.49999999999895833,12.0,0.11111111111100823,0,0
seed_42,none_no_intentions,0.25,C_3468edcf3f78498f9b377ef41ea59176,3015,3350,3100.0,3183.0,0.2537313432835064,0.5014925373132831,-83.0,-0.026774193548386234,1,0
seed_42,none_no_intentions,0.25,C_34ab8521e1b74938b07d1ca75d50ed24,2650,5300,4100.0,3975.0,0.5471698113207341,0.4999999999999811,125.0,0.030487804878048037,0,0
seed_42,none_no_intentions,0.25,C_34f3e14eed5044719ad8567e07a3bb5a,1732,2279,2195.0,2005.5,0.8464351005482913,0.4999999999999086,189.5,0.08633257403188672,0,0
seed_42,none_no_intentions,0.25,C_3523a52326894f5a98ccd44a145a5d2f,9,15,9.0,12.0,0.0,0.49999999999166667,-3.0,-0.3333333333296296,1,0
seed_42,none_no_intentions,0.25,C_353488b82e7e45a7a984f4efa1b9006f,1100,2200,2200.0,1650.0,0.9999999999999091,0.49999999999995454,550.0,0.24999999999998862,0,0
seed_42,none_no_intentions,0.25,C_356d5a4c9c6749ceb43622f51895db41,600,1000,800.0,800.0,0.499999999999875,0.499999999999875,0.0,0.0,0,0
seed_42,none_no_intentions,0.25,C_35befe5b594947f49c4d5e9e3d4acdc3,6646,9495,9300.0,8070.5,0.9315549315548989,0.49999999999998246,1229.5,0.1322043010752674,0,0
seed_42,none_no_intentions,0.25,C_35d4d749ff734ba3969f57fbda060a50,69,99,69.0,84.0,0.0,0.4999999999983334,-15.0,-0.21739130434751103,1,0
seed_42,none_no_intentions,0.25,C_35fbfe946e69424abdc649cedd219066,5395,5995,5400.0,5695.0,0.008333333333331944,0.4999999999999166,-295.0,-0.05462962962962862,1,0
seed_42,none_no_intentions,0.25,C_3633032014fc4e49a9d3883ab997edb9,897,1795,1200.0,1346.0,0.33741648106900474,0.4999999999999443,-146.0,-0.12166666666665653,1,0
seed_42,none_no_intentions,0.25,C_36d9137d77e14cc187db74c0da5f1024,98,130,120.0,114.0,0.6874999999978515,0.49999999999843747,6.0,0.049999999999958335,0,0
seed_42,none_no_intentions,0.25,C_373683cc6d9645a2a561e2b3f053ceff,114,150,132.0,132.0,0.4999999999986111,0.4999999999986111,0.0,0.0,0,0
seed_42,none_no_intentions,0.25,C_37a7355fc7dc45c099c3ff5f8744ca05,1736,2480,1950.0,2088.0,0.28763440860211187,0.4731182795698289,-138.0,-0.07076923076922714,1,1
seed_42,none_no_intentions,0.25,C_38169c331846464680015c0d4ba7a033,7850,15700,10000.0,11775.0,0.27388535031846784,0.4999999999999936,-1775.0,-0.17749999999999821,1,0
seed_42,none_no_intentions,0.25,C_38cea0e378d84571b320c635e2bb1d09,34,45,34.0,39.5,0.0,0.4999999999954545,-5.5,-0.16176470588187716,1,0
seed_42,none_no_intentions,0.25,C_398db450bb084483818f4fc869c0d396,55,110,90.0,82.5,0.6363636363624793,0.4999999999990909,7.5,0.08333333333324074,0,0
seed_42,none_no_intentions,0.25,C_399c1f48c33b4561aa7ce7652e953682,154,220,185.0,187.0,0.469696969696258,0.4999999999992424,-2.0,-0.010810810810804967,1,0
seed_42,none_no_intentions,0.25,C_39ff911748744f19ad58991f77925c3b,207,415,390.0,311.0,0.8798076923072694,0.49999999999975964,79.0,0.20256410256405064,0,0
seed_42,none_no_intentions,0.25,C_3aa03c24a06e45ec91e22578b686db5c,1587,3175,2500.0,2381.0,0.5749370277077723,0.4999999999999685,119.0,0.047599999999998095,0,0
seed_42,none_no_intentions,0.25,C_3b27c7241883469fac726cbe398b02a1,1037,2075,1950.0,1556.0,0.8795761078997225,0.4999999999999518,394.0,0.20205128205127168,0,0
seed_42,none_no_intentions,0.25,C_3b8833f884114ca797323298afe38682,294,490,430.0,392.0,0.6938775510200542,0.4999999999997449,38.0,0.08837209302323526,0,0
seed_42,none_no_intentions,0.25,C_3c33c64e4a15471089278904d7aa7d9e,45,50,45.0,47.5,0.0,0.49999999999,-2.5,-0.055555555555432096,1,0
seed_42,none_no_intentions,0.25,C_3c44ab824f224d94928edb943215b3fd,5928,7800,6000.0,6864.0,0.0384615384615364,0.4999999999999733,-864.0,-0.1439999999999976,1,0
seed_42,none_no_intentions,0.25,C_3c62f64e49b04e088dbc72fb9eed1b47,20,40,32.0,30.0,0.599999999997,0.49999999999750006,2.0,0.062499999999804684,0,0
seed_42,none_no_intentions,0.25,C_3cfdfad9aa444a089c7dab41dcb15a4d,72,95,85.0,83.5,0.5652173913018904,0.49999999999782613,1.5,0.01764705882350865,0,0
seed_42,none_no_intentions,0.25,C_3d207a3e2f5b43ca99023e9b3c8d9268,1111,1588,1500.0,1349.5,0.8155136268342106,0.4999999999998952,150.5,0.10033333333332664,0,0
seed_42,none_no_intentions,0.25,C_3d54408bf33f419c990bc72505ad80d3,20,40,35.0,30.0,0.7499999999962501,0.49999999999750006,5.0,0.14285714285673468,0,0
seed_42,none_no_intentions,0.25,C_3d9ad1f598b842009d35673310ee3361,1863,2070,1900.0,1971.5,0.17874396135257067,0.5241545893717275,-71.5,-0.03763157894736644,1,0
seed_42,none_no_intentions,0.25,C_405fcb5c0e01489cb8a7b3592e341ffa,11248,14800,12500.0,13024.0,0.35247747747746755,0.4999999999999859,-524.0,-0.041919999999999666,1,0
seed_42,none_no_intentions,0.25,C_40862c4582cc4bfaa6dfb2cc9c98868d,42,60,60.0,51.0,0.9999999999944446,0.4999999999972223,9.0,0.14999999999975,0,0
seed_42,none_no_intentions,0.25,C_42606a6002fc4eec8348f67858188031,2660,3500,3200.0,3080.0,0.6428571428570663,0.49999999999994044,120.0,0.037499999999998826,0,0
seed_42,none_no_intentions,0.25,C_42693ef870d4469083c2efcc5400d34f,45,49,45.0,47.0,0.0,0.4999999999875,-2.0,-0.04444444444434568,1,0
seed_42,none_no_intentions,0.25,C_433c05ee7f6148ec9d8607a90456b7a4,190,250,190.0,220.0,0.0,0.49999999999916667,-30.0,-0.15789473684202218,1,0
seed_42,none_no_intentions,0.25,C_433c328d75b64bab9a7847395ce0cabe,99,165,110.0,132.0,0.16666666666641414,0.4999999999992424,-22.0,-0.19999999999981818,1,0
seed_42,none_no_intentions,0.25,C_4393623943184ca4941a5a6f39e50563,359,399,385.0,379.0,0.649999999998375,0.49999999999875,6.0,0.015584415584411537,0,0
seed_42,none_no_intentions,0.25,C_44131a776a914be2a2f8067bd908241e,190,250,215.0,220.0,0.4166666666659722,0.49999999999916667,-5.0,-0.023255813953477558,1,0
seed_42,none_no_intentions,0.25,C_444f5e011d624d5f98977b3a9ca9302c,23,39,32.0,31.0,0.5624999999964845,0.49999999999687506,1.0,0.031249999999902342,0,0
seed_42,none_no_intentions,0.25,C_4522fb58ef2144d3a46781cc14c94a3a,1708,1898,1775.0,1798.0,0.35263157894718283,0.4736842105260665,-23.0,-0.012957746478872509,1,1
seed_42,none_no_intentions,0.25,C_452397f9712d442eb794e857fe587a32,21,30,25.0,25.5,0.44444444443950615,0.49999999999444444,-0.5,-0.019999999999920002,1,0
seed_42,none_no_intentions,0.25,C_4566b2e6938a4a6a8e714e799d780e71,120,200,145.0,160.0,0.31249999999960937,0.499999999999375,-15.0,-0.10344827586199763,1,0
seed_42,none_no_intentions,0.25,C_45e951ad1282439fbc578b40388d1680,57,95,70.0,76.0,0.34210526315699447,0.49999999999868416,-6.0,-0.08571428571416326,1,0
seed_42,none_no_intentions,0.25,C_4642e3e1d76443f181f4bf795aea0dd8,136,180,150.0,158.0,0.31818181818109503,0.49999999999886363,-8.0,-0.05333333333329778,1,0
seed_42,none_no_intentions,0.25,C_46a08a196c644ecd84a1dd9bc747cd9d,266,380,300.0,323.0,0.2982456140348261,0.4999999999995614,-23.0,-0.07666666666664111,1,0
seed_42,none_no_intentions,0.25,C_46c24474568348e19e8f52a24ea75126,1575,2250,1900.0,1912.5,0.4814814814814101,0.4999999999999259,-12.5,-0.006578947368420706,1,0
seed_42,none_no_intentions,0.25,C_46d1258e541249489e4d32ad20a12414,2392,2600,2500.0,2496.0,0.5192307692305196,0.49999999999975964,4.0,0.001599999999999936,0,0
seed_42,none_no_intentions,0.25,C_47bbc36b6fcf44468b28548c085ba67a,45,90,90.0,67.5,0.9999999999977778,0.4999999999988889,22.5,0.24999999999972222,0,0
seed_42,none_no_intentions,0.25,C_47c2fabc2c2f46b8ad35fea1a28e0eba,1345,1495,1395.0,1420.0,0.33333333333311116,0.4999999999996667,-25.0,-0.017921146953403733,1,0
seed_42,none_no_intentions,0.25,C_47da7bcc44fd4766bc688d9a1bf87336,3572,4700,3900.0,4136.0,0.29078014184394585,0.49999999999995565,-236.0,-0.06051282051281896,1,0
seed_42,none_no_intentions,0.25,C_48ea0b9ac0f64b53952edfa95799cf8a,7,10,7.0,8.5,0.0,0.49999999998333333,-1.5,-0.21428571428265306,1,0
seed_42,none_no_intentions,0.25,C_48febe93324c4c4898280ba457952dc5,2187,2430,2200.0,2308.5,0.053497942386809265,0.4999999999997943,-108.5,-0.049318181818179575,1,0
seed_42,none_no_intentions,0.25,C_4925e3cf03124a1c9b5d7aaf38714909,11100,18500,14500.0,14800.0,0.45945945945945327,0.4999999999999932,-300.0,-0.02068965517241365,1,0
