seed,scaffold,frac,dialogue_id,gold_label,predicted_label
seed_42,none_no_intentions,0.25,132460131.12604.12604,1,0
seed_42,none_no_intentions,0.25,133174486.4739.4739,0,0
seed_42,none_no_intentions,0.25,133500852.1455.1455,1,1
seed_42,none_no_intentions,0.25,134180909.1601.1601,0,0
seed_42,none_no_intentions,0.25,134339265.217.217,0,0
seed_42,none_no_intentions,0.25,135048926.41980.41980,0,1
seed_42,none_no_intentions,0.25,135696672.6100.6100,1,1
seed_42,none_no_intentions,0.25,136660409.4608.4608,1,0
seed_42,none_no_intentions,0.25,137070788.2493.2493,1,0
seed_42,none_no_intentions,0.25,13760425.74698.74698,0,0
seed_42,none_no_intentions,0.25,13768808.75261.75261,1,1
seed_42,none_no_intentions,0.25,138057937.1328.1328,0,0
seed_42,none_no_intentions,0.25,138086818.8230.8230,0,0
seed_42,none_no_intentions,0.25,138134296.24200.24200,0,0
seed_42,none_no_intentions,0.25,138654598.3324.3324,0,0
seed_42,none_no_intentions,0.25,138725911.16006.16006,1,0
seed_42,none_no_intentions,0.25,139339329.5788.5791,0,1
seed_42,none_no_intentions,0.25,139472519.5811.5811,1,1
seed_42,none_no_intentions,0.25,140158667.5240.5240,0,0
seed_42,none_no_intentions,0.25,140418397.27598.27334,0,0
seed_42,none_no_intentions,0.25,140457684.31130.31130,1,0
seed_42,none_no_intentions,0.25,140681796.722.722,0,1
seed_42,none_no_intentions,0.25,140863290.3931.3931,0,0
seed_42,none_no_intentions,0.25,141254831.5633.5633,0,1
seed_42,none_no_intentions,0.25,141711171.1955.1957,1,1
seed_42,none_no_intentions,0.25,142361312.144.144,1,1
seed_42,none_no_intentions,0.25,142496231.3363.3363,1,1
seed_42,none_no_intentions,0.25,14276135.641.641,1,1
seed_42,none_no_intentions,0.25,143548887.1630.1630,0,1
seed_42,none_no_intentions,0.25,143877368.8.8,1,0
seed_42,none_no_intentions,0.25,143890867.11926.11926,1,0
seed_42,none_no_intentions,0.25,144384425.3276.3276,0,0
seed_42,none_no_intentions,0.25,144401101.11263.11263,1,0
seed_42,none_no_intentions,0.25,144643838.1236.1236,1,1
seed_42,none_no_intentions,0.25,144902506.962.962,0,1
seed_42,none_no_intentions,0.25,145242928.4828.4828,0,0
seed_42,none_no_intentions,0.25,145469677.9768.9768,1,0
seed_42,none_no_intentions,0.25,145712769.2405.2405,1,1
seed_42,none_no_intentions,0.25,145872593.19153.19153,1,1
seed_42,none_no_intentions,0.25,145897597.3994.3994,1,0
seed_42,none_no_intentions,0.25,146015916.4310.4310,0,0
seed_42,none_no_intentions,0.25,146397004.6583.6583,0,1
seed_42,none_no_intentions,0.25,146743638.12652.12652,0,0
seed_42,none_no_intentions,0.25,147954957.7256.7256,1,0
seed_42,none_no_intentions,0.25,148422557.5277.5277,0,1
seed_42,none_no_intentions,0.25,148967497.9388.9388,0,0
seed_42,none_no_intentions,0.25,14969685.9097.9097,1,1
seed_42,none_no_intentions,0.25,150992371.3983.3983,0,0
seed_42,none_no_intentions,0.25,151740907.15404.15404,1,0
seed_42,none_no_intentions,0.25,151766668.575.575,1,1
seed_42,none_no_intentions,0.25,152213422.465.0,0,0
seed_42,none_no_intentions,0.25,152508378.4331.4331,1,1
seed_42,none_no_intentions,0.25,152516074.22705.22705,0,0
seed_42,none_no_intentions,0.25,152544576.5747.5747,0,0
seed_42,none_no_intentions,0.25,153067091.184.0,0,0
seed_42,none_no_intentions,0.25,153067091.453.0,1,0
seed_42,none_no_intentions,0.25,153166575.11251.11251,1,1
seed_42,none_no_intentions,0.25,153373392.15186.15186,1,1
seed_42,none_no_intentions,0.25,154155753.7319.7319,1,0
seed_42,none_no_intentions,0.25,15454148.108.108,0,0
seed_42,none_no_intentions,0.25,155105667.2522.2522,1,0
seed_42,none_no_intentions,0.25,155205782.15822.15822,1,1
seed_42,none_no_intentions,0.25,155350692.6026.6026,0,1
seed_42,none_no_intentions,0.25,155594817.13941.13941,1,0
seed_42,none_no_intentions,0.25,155594817.14064.14064,1,0
seed_42,none_no_intentions,0.25,155716783.14696.14696,0,0
seed_42,none_no_intentions,0.25,156725805.9367.0,1,1
seed_42,none_no_intentions,0.25,156800986.37708.37708,1,0
seed_42,none_no_intentions,0.25,157059059.38916.38916,0,1
seed_42,none_no_intentions,0.25,157076032.4386.4386,1,0
seed_42,none_no_intentions,0.25,157209420.1635.1635,0,0
seed_42,none_no_intentions,0.25,157660355.6354.6354,1,1
seed_42,none_no_intentions,0.25,157901643.10900.10900,1,0
seed_42,none_no_intentions,0.25,157973374.1252.1252,1,0
seed_42,none_no_intentions,0.25,15832773.3019.3019,1,0
seed_42,none_no_intentions,0.25,15835089.3408.3408,0,0
seed_42,none_no_intentions,0.25,158507313.5881.5881,1,0
seed_42,none_no_intentions,0.25,158714043.10458.10458,0,0
seed_42,none_no_intentions,0.25,159670819.4392.4392,1,0
seed_42,none_no_intentions,0.25,159674239.677.485,1,0
seed_42,none_no_intentions,0.25,159883671.18084.18084,0,0
seed_42,none_no_intentions,0.25,159887256.18662.18662,1,0
seed_42,none_no_intentions,0.25,160714876.922.922,1,1
seed_42,none_no_intentions,0.25,160715023.3306.3306,1,1
seed_42,none_no_intentions,0.25,160996442.18793.18793,0,0
seed_42,none_no_intentions,0.25,161016992.4787.4787,0,0
seed_42,none_no_intentions,0.25,161024819.5349.5349,1,0
seed_42,none_no_intentions,0.25,161712789.406.406,0,0
seed_42,none_no_intentions,0.25,161945107.12765.12765,1,0
seed_42,none_no_intentions,0.25,162766001.2409.2409,1,0
seed_42,none_no_intentions,0.25,162928534.19882.19882,0,0
seed_42,none_no_intentions,0.25,165192857.0.0,0,0
seed_42,none_no_intentions,0.25,165213044.1431.1431,1,1
seed_42,none_no_intentions,0.25,165299122.18938.18938,0,0
seed_42,none_no_intentions,0.25,165943813.17745.17745,1,0
seed_42,none_no_intentions,0.25,166279366.14794.14794,0,0
seed_42,none_no_intentions,0.25,166283943.13776.13776,1,0
seed_42,none_no_intentions,0.25,166316493.14599.14599,0,0
seed_42,none_no_intentions,0.25,166882643.4224.4224,1,0
seed_42,none_no_intentions,0.25,167464902.367.367,0,0
seed_42,none_no_intentions,0.25,168037626.2717.2717,1,0
seed_42,none_no_intentions,0.25,168180673.10107.10107,0,0
seed_42,none_no_intentions,0.25,168710659.62.62,0,0
seed_42,none_no_intentions,0.25,168890548.4040.4040,1,0
seed_42,none_no_intentions,0.25,168899245.6840.6840,0,0
seed_42,none_no_intentions,0.25,169077115.2098.2098,1,1
seed_42,none_no_intentions,0.25,169532015.14003.14003,1,1
seed_42,none_no_intentions,0.25,169575026.2743.2743,0,0
seed_42,none_no_intentions,0.25,170029034.54439.54439,1,0
seed_42,none_no_intentions,0.25,170838027.6786.6786,1,1
seed_42,none_no_intentions,0.25,170898748.10814.10814,1,0
seed_42,none_no_intentions,0.25,171002850.8201.8201,0,0
seed_42,none_no_intentions,0.25,171004609.454.454,0,0
seed_42,none_no_intentions,0.25,171453628.1091.1091,1,0
seed_42,none_no_intentions,0.25,172602954.25312.25312,0,1
seed_42,none_no_intentions,0.25,173254537.1759.1759,0,0
seed_42,none_no_intentions,0.25,173258711.27876.27876,1,1
seed_42,none_no_intentions,0.25,174491338.28390.28390,0,0
seed_42,none_no_intentions,0.25,174548845.14805.14805,0,0
seed_42,none_no_intentions,0.25,174748397.4667.4667,0,0
seed_42,none_no_intentions,0.25,175543533.9096.9096,1,0
seed_42,none_no_intentions,0.25,175720120.3708.3708,0,0
seed_42,none_no_intentions,0.25,175766042.3768.3768,1,1
seed_42,none_no_intentions,0.25,176187691.13668.13668,0,0
seed_42,none_no_intentions,0.25,176567566.14408.14408,1,0
seed_42,none_no_intentions,0.25,176804113.31106.31106,0,1
seed_42,none_no_intentions,0.25,177237695.62396.62396,1,0
seed_42,none_no_intentions,0.25,177610439.70966.70966,0,0
seed_42,none_no_intentions,0.25,177752278.324.324,0,0
seed_42,none_no_intentions,0.25,178757145.56554.56554,0,1
seed_42,none_no_intentions,0.25,178779340.8104.8104,1,0
seed_42,none_no_intentions,0.25,179329338.5954.5954,1,1
seed_42,none_no_intentions,0.25,179494988.2076.2076,1,0
seed_42,none_no_intentions,0.25,180111825.2439.2439,1,0
seed_42,none_no_intentions,0.25,180191077.3470.3470,1,1
seed_42,none_no_intentions,0.25,180508373.20449.20449,1,0
seed_42,none_no_intentions,0.25,180902214.9654.9654,0,0
seed_42,none_no_intentions,0.25,181354148.10893.10893,0,0
seed_42,none_no_intentions,0.25,181355177.11047.11047,1,0
seed_42,none_no_intentions,0.25,181984887.0.0,1,1
seed_42,none_no_intentions,0.25,182195722.17081.17081,0,0
seed_42,none_no_intentions,0.25,182681667.10897.10897,0,0
seed_42,none_no_intentions,0.25,183625284.22030.22030,0,1
seed_42,none_no_intentions,0.25,183625831.22080.22080,1,0
seed_42,none_no_intentions,0.25,183659104.7892.7892,0,0
seed_42,none_no_intentions,0.25,18396841.5729.5729,1,0
seed_42,none_no_intentions,0.25,184206224.2971.2971,0,0
seed_42,none_no_intentions,0.25,184445114.1058.1058,1,0
seed_42,none_no_intentions,0.25,184657238.8439.8439,1,1
seed_42,none_no_intentions,0.25,185229633.7636.7636,1,0
seed_42,none_no_intentions,0.25,185258532.16707.16707,1,1
seed_42,none_no_intentions,0.25,185302851.9838.9838,0,0
seed_42,none_no_intentions,0.25,185691766.8646.8646,0,0
seed_42,none_no_intentions,0.25,186063601.8174.8174,1,0
seed_42,none_no_intentions,0.25,186266380.13735.13735,0,0
seed_42,none_no_intentions,0.25,186915493.0.0,0,0
seed_42,none_no_intentions,0.25,186964574.2439.2439,1,1
seed_42,none_no_intentions,0.25,187051677.3504.3504,0,1
seed_42,none_no_intentions,0.25,187228168.1496.1496,0,0
seed_42,none_no_intentions,0.25,187273388.750.750,1,0
seed_42,none_no_intentions,0.25,187593891.16260.16260,1,0
seed_42,none_no_intentions,0.25,187734242.16429.16429,1,0
seed_42,none_no_intentions,0.25,187751155.17725.17725,0,0
seed_42,none_no_intentions,0.25,187896198.904.904,0,0
seed_42,none_no_intentions,0.25,188028913.217.217,0,0
seed_42,none_no_intentions,0.25,188050038.981.981,1,0
seed_42,none_no_intentions,0.25,188051991.7650.7650,1,0
seed_42,none_no_intentions,0.25,18809733.8741.8741,0,1
seed_42,none_no_intentions,0.25,188355409.14175.14175,1,0
seed_42,none_no_intentions,0.25,188493057.9027.9027,0,0
seed_42,none_no_intentions,0.25,188854330.5411.5411,0,0
seed_42,none_no_intentions,0.25,189432225.0.0,1,0
seed_42,none_no_intentions,0.25,189618204.3603.3606,0,0
seed_42,none_no_intentions,0.25,189939114.6778.6778,0,0
seed_42,none_no_intentions,0.25,190740331.1181.1181,1,0
seed_42,none_no_intentions,0.25,191060433.8500.8500,0,0
seed_42,none_no_intentions,0.25,191065909.8651.8651,1,0
seed_42,none_no_intentions,0.25,191077294.9889.9889,0,0
seed_42,none_no_intentions,0.25,191944517.8419.8419,1,0
seed_42,none_no_intentions,0.25,192080482.18556.18556,0,0
seed_42,none_no_intentions,0.25,192343221.9977.9977,0,1
seed_42,none_no_intentions,0.25,192611046.10336.10336,0,0
seed_42,none_no_intentions,0.25,192975599.2242.2242,1,1
seed_42,none_no_intentions,0.25,193002106.7341.7341,1,1
seed_42,none_no_intentions,0.25,193036159.16812.16812,0,0
seed_42,none_no_intentions,0.25,19306968.47514.47514,0,0
seed_42,none_no_intentions,0.25,193565323.8199.8199,0,1
seed_42,none_no_intentions,0.25,193641946.19885.19885,0,0
seed_42,none_no_intentions,0.25,193649667.12093.12093,1,0
seed_42,none_no_intentions,0.25,194231477.9130.9130,1,0
seed_42,none_no_intentions,0.25,19427256.487.487,1,1
seed_42,none_no_intentions,0.25,194329616.40576.40576,1,0
seed_42,none_no_intentions,0.25,194531796.10099.10099,0,0
seed_42,none_no_intentions,0.25,195353398.23337.23337,0,0
seed_42,none_no_intentions,0.25,195353398.24272.23337,1,0
seed_42,none_no_intentions,0.25,195620756.479.479,0,0
seed_42,none_no_intentions,0.25,195667280.1692.1692,1,1
seed_42,none_no_intentions,0.25,195996613.1445.1445,0,0
seed_42,none_no_intentions,0.25,196310789.19335.19335,1,0
seed_42,none_no_intentions,0.25,196614506.567.567,0,0
seed_42,none_no_intentions,0.25,197685544.5110.5110,1,0
seed_42,none_no_intentions,0.25,198206764.1943.1943,0,0
seed_42,none_no_intentions,0.25,198258127.2914.2914,1,0
seed_42,none_no_intentions,0.25,198516490.10132.10132,0,0
seed_42,none_no_intentions,0.25,198960121.10524.10524,0,0
seed_42,none_no_intentions,0.25,199027098.8713.8713,1,0
seed_42,none_no_intentions,0.25,199347779.28791.28791,1,1
seed_42,none_no_intentions,0.25,200010654.10432.10432,0,0
seed_42,none_no_intentions,0.25,200053269.20798.20798,0,0
seed_42,none_no_intentions,0.25,200248222.21224.21224,1,0
seed_42,none_no_intentions,0.25,200468806.12461.12461,0,0
seed_42,none_no_intentions,0.25,200598687.13150.13150,1,1
seed_42,none_no_intentions,0.25,20086777.0.0,0,0
seed_42,none_no_intentions,0.25,20104457.739.739,1,0
seed_42,none_no_intentions,0.25,201189740.21343.21343,1,0
seed_42,none_no_intentions,0.25,201355402.14545.14545,0,0
seed_42,none_no_intentions,0.25,202083816.25206.25206,0,0
seed_42,none_no_intentions,0.25,202169381.11823.11823,0,0
seed_42,none_no_intentions,0.25,202186098.20684.20684,0,1
seed_42,none_no_intentions,0.25,202395411.4023.4023,1,0
seed_42,none_no_intentions,0.25,202566741.4439.4439,0,0
seed_42,none_no_intentions,0.25,202631441.23725.23725,0,0
seed_42,none_no_intentions,0.25,202674525.22385.22385,1,0
seed_42,none_no_intentions,0.25,203483248.64123.64123,1,0
seed_42,none_no_intentions,0.25,203891639.12506.12506,1,1
seed_42,none_no_intentions,0.25,204048265.12399.12399,1,0
seed_42,none_no_intentions,0.25,204073727.3013.3013,1,0
seed_42,none_no_intentions,0.25,204134114.13536.13536,0,0
seed_42,none_no_intentions,0.25,204194977.6271.6271,0,0
seed_42,none_no_intentions,0.25,204725243.54360.54360,1,1
seed_42,none_no_intentions,0.25,20516361.5416.5416,0,0
seed_42,none_no_intentions,0.25,20532629.14610.14610,0,0
seed_42,none_no_intentions,0.25,205658214.4953.4953,1,0
seed_42,none_no_intentions,0.25,205710474.27731.27731,1,0
seed_42,none_no_intentions,0.25,205767664.627.627,1,1
seed_42,none_no_intentions,0.25,20580006.15379.15379,1,0
seed_42,none_no_intentions,0.25,206086951.35665.35665,0,0
seed_42,none_no_intentions,0.25,20617264.0.0,0,0
seed_42,none_no_intentions,0.25,207119513.305.305,0,0
seed_42,none_no_intentions,0.25,209313050.10256.10256,0,1
seed_42,none_no_intentions,0.25,209529096.12127.12127,1,1
seed_42,none_no_intentions,0.25,209755041.7801.7801,1,0
seed_42,none_no_intentions,0.25,209905957.8322.8322,0,1
seed_42,none_no_intentions,0.25,210594914.4800.4800,0,0
seed_42,none_no_intentions,0.25,210775268.9216.9216,1,0
seed_42,none_no_intentions,0.25,210834488.5081.5081,1,0
seed_42,none_no_intentions,0.25,211501261.25605.25605,0,1
seed_42,none_no_intentions,0.25,211538523.5868.5868,0,0
seed_42,none_no_intentions,0.25,211717949.74386.74386,0,0
seed_42,none_no_intentions,0.25,21203243.49.2,1,0
seed_42,none_no_intentions,0.25,212557426.38365.38365,1,0
seed_42,none_no_intentions,0.25,21267717.3144.3144,0,0
seed_42,none_no_intentions,0.25,212833490.38915.38915,0,0
seed_42,none_no_intentions,0.25,212972641.10441.10441,0,0
seed_42,none_no_intentions,0.25,213054683.78816.78816,0,0
seed_42,none_no_intentions,0.25,213448366.79999.79999,1,0
seed_42,none_no_intentions,0.25,215180756.8562.8562,1,0
seed_42,none_no_intentions,0.25,215565220.219.219,0,0
seed_42,none_no_intentions,0.25,215648991.2368.2368,1,0
seed_42,none_no_intentions,0.25,215798673.8775.8775,0,1
seed_42,none_no_intentions,0.25,216690978.0.0,1,0
seed_42,none_no_intentions,0.25,216950751.11973.11973,0,0
seed_42,none_no_intentions,0.25,217380031.27182.27182,1,0
seed_42,none_no_intentions,0.25,217613994.14175.14175,1,0
seed_42,none_no_intentions,0.25,218312630.9577.9577,0,0
seed_42,none_no_intentions,0.25,218721997.57099.57099,1,0
seed_42,none_no_intentions,0.25,219056579.4294.3763,0,1
seed_42,none_no_intentions,0.25,219094633.13249.13249,0,0
seed_42,none_no_intentions,0.25,219174365.27632.27632,1,0
seed_42,none_no_intentions,0.25,219250301.4791.4791,1,1
seed_42,none_no_intentions,0.25,21930487.11396.11396,1,0
seed_42,none_no_intentions,0.25,219719525.2591.2591,1,0
seed_42,none_no_intentions,0.25,219719525.2602.2602,1,0
seed_42,none_no_intentions,0.25,220732800.2931.2931,0,0
seed_42,none_no_intentions,0.25,220862637.3179.3179,1,0
seed_42,none_no_intentions,0.25,220862637.3220.3220,1,0
seed_42,none_no_intentions,0.25,221125910.8024.8024,1,0
seed_42,none_no_intentions,0.25,223916485.29331.29331,0,0
seed_42,none_no_intentions,0.25,224019277.8125.8125,0,0
seed_42,none_no_intentions,0.25,224461507.7014.7014,1,0
seed_42,none_no_intentions,0.25,224551679.4053.4053,1,1
seed_42,none_no_intentions,0.25,224696363.30226.30226,1,0
seed_42,none_no_intentions,0.25,22501161.683.683,0,0
seed_42,none_no_intentions,0.25,225070854.920.920,1,0
seed_42,none_no_intentions,0.25,225915818.10272.10272,1,0
seed_42,none_no_intentions,0.25,225915818.10413.10413,1,0
seed_42,none_no_intentions,0.25,226465611.12195.12195,0,0
seed_42,none_no_intentions,0.25,226470770.5843.5833,0,0
seed_42,none_no_intentions,0.25,226534237.12302.12302,0,0
seed_42,none_no_intentions,0.25,22692170.6872.6872,1,0
seed_42,none_no_intentions,0.25,226934135.3374.3374,0,0
seed_42,none_no_intentions,0.25,227464067.1920.1920,0,0
seed_42,none_no_intentions,0.25,227510084.11609.11609,1,1
seed_42,none_no_intentions,0.25,228260381.12384.12384,1,0
seed_42,none_no_intentions,0.25,228332457.5689.5689,0,0
seed_42,none_no_intentions,0.25,228468167.5005.5005,1,0
seed_42,none_no_intentions,0.25,229349555.14396.14396,1,1
seed_42,none_no_intentions,0.25,229535222.2292.2292,1,1
seed_42,none_no_intentions,0.25,229739329.116.116,0,0
seed_42,none_no_intentions,0.25,230193438.998.998,1,0
seed_42,none_no_intentions,0.25,230595060.510.510,0,0
seed_42,none_no_intentions,0.25,230801127.6148.6148,1,1
seed_42,none_no_intentions,0.25,230801127.6228.6228,1,0
seed_42,none_no_intentions,0.25,230918176.10783.10783,0,0
seed_42,none_no_intentions,0.25,231593679.3391.3391,1,1
seed_42,none_no_intentions,0.25,231731659.3214.3214,0,0
seed_42,none_no_intentions,0.25,231752626.3512.3512,1,0
seed_42,none_no_intentions,0.25,231798880.15769.15769,0,1
seed_42,none_no_intentions,0.25,231825204.10900.10900,1,0
seed_42,none_no_intentions,0.25,232389738.3190.3190,0,0
seed_42,none_no_intentions,0.25,234155672.12588.12588,0,0
seed_42,none_no_intentions,0.25,23445520.8648.8648,0,0
seed_42,none_no_intentions,0.25,234747790.16184.16184,1,0
seed_42,none_no_intentions,0.25,235169271.31317.31317,1,0
seed_42,none_no_intentions,0.25,235345753.3081.3081,0,0
seed_42,none_no_intentions,0.25,235774547.61002.61002,0,0
seed_42,none_no_intentions,0.25,235787010.1602.1602,0,0
seed_42,none_no_intentions,0.25,236161634.27131.27131,1,0
seed_42,none_no_intentions,0.25,23619937.12859.12924,1,0
seed_42,none_no_intentions,0.25,236497373.17427.17427,0,0
seed_42,none_no_intentions,0.25,236755381.13326.13326,1,0
seed_42,none_no_intentions,0.25,237254827.0.0,0,0
seed_42,none_no_intentions,0.25,238239921.7047.7047,1,0
seed_42,none_no_intentions,0.25,238913081.21606.21606,0,0
seed_42,none_no_intentions,0.25,240149353.16332.16332,0,0
seed_42,none_no_intentions,0.25,240444038.11624.11624,1,0
seed_42,none_no_intentions,0.25,241131342.18768.18523,1,1
seed_42,none_no_intentions,0.25,241469002.6789.6789,1,0
seed_42,none_no_intentions,0.25,241682277.4359.4359,0,0
seed_42,none_no_intentions,0.25,241750239.99787.99787,0,1
seed_42,none_no_intentions,0.25,241764483.101294.101294,1,0
seed_42,none_no_intentions,0.25,242190235.3043.3043,1,1
seed_42,none_no_intentions,0.25,242238857.1221.1221,1,1
seed_42,none_no_intentions,0.25,242353492.15502.15502,0,1
seed_42,none_no_intentions,0.25,243147704.30501.30501,0,0
seed_42,none_no_intentions,0.25,243535346.22792.22792,0,0
seed_42,none_no_intentions,0.25,243566457.2461.2461,0,0
seed_42,none_no_intentions,0.25,243764273.21212.21212,0,0
seed_42,none_no_intentions,0.25,244019165.24348.24348,1,0
seed_42,none_no_intentions,0.25,245385697.10986.10986,1,1
seed_42,none_no_intentions,0.25,245423265.1941.1941,0,0
seed_42,none_no_intentions,0.25,245576959.2099.2099,1,0
seed_42,none_no_intentions,0.25,246519050.1684.1684,1,1
seed_42,none_no_intentions,0.25,246543204.1281.1281,0,0
seed_42,none_no_intentions,0.25,247506317.922.922,0,1
seed_42,none_no_intentions,0.25,247903949.1969.1969,1,0
seed_42,none_no_intentions,0.25,248407222.747.747,0,1
seed_42,none_no_intentions,0.25,248408598.853.853,1,1
seed_42,none_no_intentions,0.25,248413122.2135.2135,1,1
seed_42,none_no_intentions,0.25,249816928.4402.4402,0,0
seed_42,none_no_intentions,0.25,249978914.32477.32477,1,0
seed_42,none_no_intentions,0.25,251209633.1236.1236,1,0
seed_42,none_no_intentions,0.25,251263251.32055.32055,0,0
seed_42,none_no_intentions,0.25,251630183.1918.1918,0,0
seed_42,none_no_intentions,0.25,251857396.5871.5871,0,0
seed_42,none_no_intentions,0.25,25213805.0.0,0,0
seed_42,none_no_intentions,0.25,254476558.2536.2536,0,0
seed_42,none_no_intentions,0.25,25461244.1080.1080,1,0
seed_42,none_no_intentions,0.25,254877713.23605.23605,1,0
seed_42,none_no_intentions,0.25,254992260.4767.4767,1,0
seed_42,none_no_intentions,0.25,255462083.6934.6934,0,0
seed_42,none_no_intentions,0.25,255492973.7776.7776,0,0
seed_42,none_no_intentions,0.25,256933358.0.0,0,0
seed_42,none_no_intentions,0.25,257898162.8832.8832,1,1
seed_42,none_no_intentions,0.25,258343447.8293.8293,1,1
seed_42,none_no_intentions,0.25,258428447.3707.3707,0,0
seed_42,none_no_intentions,0.25,259357785.3023.3023,0,0
seed_42,none_no_intentions,0.25,259380404.3182.3182,1,1
seed_42,none_no_intentions,0.25,260226312.867.867,0,0
seed_42,none_no_intentions,0.25,260500116.16426.16426,1,0
seed_42,none_no_intentions,0.25,261116027.1231.1231,0,0
seed_42,none_no_intentions,0.25,261549717.6141.6141,1,1
